"Key","SourceString"
"DFr_1BF84997.Text","“Their fervour makes the visions exquisite?”"
"DFr_2BEE14B0.Text","“Actually let us talk about something else.”"
"DFr_793A923D.Text","“Sounds perfectly set up! Everyone has a chance of making it big!”"
"DFr_353DBB53.Text","“Sounds like its more about who you know than what you know.”"
"DFr_4840E221.Text","“What about the Gnomechef who wins the competition?"
"DFr_6034D8F9.Text","“I plan to change that!”"
"DFr_9A1A4D94.Text","“Sounds like karma to me.”"
"DFr_A7E2BFF3.Text","“Talking about old gnomes in bureaucratic systems is boring.”"
"DFr_47B7651A.Text","..."
"DFr_0EB6414C.Text","“You don't seem very funny. Just weird.”"
"DFr_2B3F999A.Text","“You are funny!”"
"DFr_1C4051CC.Text","“Ah yes, indeed a conundrum!”"
"DFr_5C255BB1.Text","“What do you know about my uncles disappearance?”"
"DFr_36AE09C2.Text","“My dream! Retire at fifty years of age and spend centuries eating and partying!”"
"DFr_6C385CEE.Text","“Sounds kinda boring. Centuries of the same thing, even if its eating and partying, would get repetitive.”"
"DFr_0923E5D8.Text","“That is completely useless information. Thanks.”"
"DFr_C740FF3F.Text","“Actually, I don't really wanna know some dirt on this old dude.”"
"DFr_F384D58F.Text","“How were they made?"
"DFr_3FBA9B14.Text","“What was that writing on them?”"
"DFr_BFB51355.Text","“Divine Flesh?”"
"DFr_EE90032E.Text","“How pretentious of her.”"
"DFr_87B40904.Text","“Sounds like a tasty barbeque!”"
"DFr_35EF9BB9.Text","“What creatures did they consume?”"
"DFr_0742D82A.Text","“Will there be chests behind them?”"
"DFr_AC3DEE7B.Text","“I hate riddles!”"
"DFr_7BCE5A69.Text","“What sorts of questions?”"
"DFr_78E1D142.Text","“If you know all of this why don't you just tell me!?”"
"DFr_772BB552.Text","“Can I have a hint for how to solve the riddles?”"
"DFr_1889D2FE.Text","“What can I learn from Gailor the weaver?”"
"DFr_6CF01095.Text","“What can I learn from Goctor the healer?”"
"DFr_C03F6C38.Text","“What can I learn from Gooker the Tavern-keep?”"
"DFr_BE1349B8.Text","“I guess I'll wing it and just find out later.”"
"DFr_84A9A36D.Text","“Wise words Indeed! I understood everything you said.”"
"DFr_A791491E.Text","“That was complete nonsense. You were once again NOT helpful at all.”"
"DFr_C2F81DBA.Text","“Who's on trial?”"
"DFr_61D4C869.Text","“What's my role in this trial?”"
"DFr_5A8013F3.Text","..."
"DFr_2BE2BEAD.Text","“A Brown-noser.”"
"DFr_C8A7C0A2.Text","“Big and Strong.”"
"DFr_B4548FD0.Text","“A perfect citizen of Garcosa!”"
"DFr_C6BEEE81.Text","“He sounds like Scooby-Doo.”"
"DFr_0F954863.Text","“A wimpy bitch who can't think for himself.”"
"DFr_129A3A59.Text","“A radical zealot.”"
"DFr_5C87CAA5.Text","“Approval.”"
"DFr_A9C80D50.Text","“To look intimidating.”"
"DFr_94177323.Text","“To save Garcosa!”"
"DFr_987F0066.Text","“Shaggy!”"
"DFr_B250F5B7.Text","“A pimpy snitch for guidance!”"
"DFr_1725961C.Text","“To escape damnation.”"
"DFr_DC0A3C49.Text","“Gonald Grump!”"
"DFr_855DA3AA.Text","“Children.”"
"DFr_FC74B4F5.Text","“The past.”"
"DFr_1E9EA787.Text","“The slow and steady onset of dementia.”"
"DFr_406E3FC3.Text","“To be hailed as a saint.”"
"DFr_75FA4584.Text","“To see the King steal Galia instead of him!”"
"DFr_9C4EB681.Text","“Very Nasal.”"
"DFr_1D2F4276.Text","“Very Heretical.”"
"DFr_7A7BED12.Text","“Very Banal.”"
"DFr_28403C55.Text","“Very Verbal.”"
"DFr_67ABF7B1.Text","“Very Anal.”"
"DFr_9495096F.Text","“Very Moral.”"
"DFr_5F6541A4.Text","“A handkerchief.”"
"DFr_5816B5BB.Text","“To eat babies and pray to his demon overlord!”"
"DFr_5251EEC9.Text","“To fill some quota so PR isn't scared of twitter bots!”"
"DFr_8E018EE3.Text","“To be listened to, he feels lonely.”"
"DFr_A348315E.Text","“The thing we all want!” *You start thrusting and grunting like a complete weirdo.*"
"DFr_6389D387.Text","“To celebrate the festival of Gernik once more.”"
"DFr_9B1A326A.Text","“Sleepy Goctor!”"
"DFr_E761B06A.Text","“A talking corpse.”"
"DFr_E59846E1.Text","“A good diplomat.”"
"DFr_B059E7F4.Text","“Wise yet also completely lost.”"
"DFr_43E4B62E.Text","“A healer of the tribes disguised as a Caldarian.”"
"DFr_7B988596.Text","“In love with divinity.”"
"DFr_8FDFD42F.Text","“A birthday cake and an ice cream!”"
"DFr_DDE33652.Text","“The eternal slumber of death.”"
"DFr_F16C9145.Text","“Peace and harmony.”"
"DFr_83E84B3C.Text","“To find Guncle.”"
"DFr_06674B1E.Text","“To be branded a heretic.”"
"DFr_5FBBCE72.Text","“Me!”"
"DFr_0DF806C4.Text","“Nothing.”"
"DFr_96E9A493.Text","“The death of our King.”"
"DFr_D2751AEB.Text","“Gnomes in monster costumes.”"
"DFr_9E1473A6.Text","“The intimacy of a female's tender and divine touch.”"
"DFr_9B3A45DE.Text","“Caldaria.”"
"DFr_6DF8AEA0.Text","“STI's!”"
"DFr_996A581E.Text","“Caldaria.”"
"DFr_E781E6BC.Text","“Old white gnomes in suits.”"
"DFr_6F0E6352.Text","“Centuries of silence.”"
"DFr_6560A0F5.Text","“Celibacy!”"
"DFr_E4905F17.Text","“The Festival of Gernik.”"
"DFr_EE48CF39.Text","“What kinds of questions?”"
"DFr_8C582540.Text","“How long is this game going to take?”"
"DFr_7F829102.Text","“I hate the sound of this game already. I'm not doing it.”"
"DFr_517D7C46.Text","“Okay I'm in!”"
"DFr_6E0A5ADD.Text","“Yep, fuck this. I'm not doing it.”"
"DFr_408FB08B.Text","“I have!”"
"DFr_65543320.Text","“Not yet.”"
"DFr_A1D96160.Text","“How do I answer them correctly?”"
"DFr_2F1C2351.Text","“But you just said they each have their own truth. So isn't truth subjective?”"
"DFr_691D015C.Text","“I'm an observant gnome, I am gonna nail this game!”"
"DFr_6673A47B.Text","“Why six?”"
"DFr_65827B1A.Text","“Yeah whatever dude, lets talk about something else.”"
"DFr_421799C8.Text","“What are the aspects?”"
"DFr_DB7EC66E.Text","“Yeah whatever dude, lets talk about something else.”"
"DFr_8E03F226.Text","“Well you could have told me that before I played the game.”"
"DFr_FB9C6ECD.Text","“How the fuck is that meant to help?!?”"
"DFr_457AEB9B.Text","“Galia, he wants to steal Guncle’s girl!”"
"DFr_3816A490.Text","“You were a healer of tribes?”"
"DFr_B0129546.Text","“Age is a mindset, not a number mate.”"
"DFr_329571F8.Text","“How old are you?”"
"DFr_C15D68B0.Text","“Happy birthday!”"
"DFr_7EAA4A9C.Text","“Damn no wonder you sound like a corpse.”"
"DFr_C4918B7B.Text","“But it is your birthday!”"
"DFr_2491F8B5.Text","“I'm just saying it in advance.”"
"DFr_AA54CAF7.Text","“What day is your birthday?”"
"DFr_7E7C3B08.Text","“Sorry I'm just messing with you.”"
"DFr_2A2D087C.Text","“That's today!"
"DFr_B073E395.Text","“Oh well that's a couple months away.”"
"DFr_C5F89C35.Text","“Sorry I was just messing with you.”"
"DFr_35A77D71.Text","“No you're mistaken. Your birthday is actually in Spring!”"
"DFr_0999E036.Text","“I promise.”"
"DFr_CF737965.Text","“That's right my walking corpse. You made it to seven hundred years of age!”"
"DFr_2966088B.Text","“Sorry I was just messing with you.”"
"DFr_8C397BDD.Text","“I promise.”"
"DFr_38F14E90.Text","“If you don't remember what day it is, surely your notes will be wrong as well?”"
"DFr_8AB4E9D5.Text","(Let him check his notebook)"
"DFr_156E5CAF.Text","“You knew Guncle?”"
"DFr_D9EC5626.Text","“I've never heard of a Gernikian Spring.”"
"DFr_B2A49FB0.Text","“What did you mean with Keeper of the Springs?”"
"DFr_07554DFB.Text","“Hey I found a note written by someone called Galia!”"
"DFr_7FBE9679.Text","Damn straight. Sounds like heresy."
"DFr_7504ED57.Text","So what were these healing properties?"
"DFr_44C51DFF.Text","“The Springs had healing properties?”"
"DFr_E20B5FE3.Text","“Your job was to be a guard of some brothy pond?”"
"DFr_130267F3.Text","“Sounds like a tough job.”"
"DFr_848CCAD5.Text","“Guncle almost died?”"
"DFr_6033C705.Text","No thanks crusty. Keep your yapping to yourself"
"DFr_DE9CA57B.Text","Fine. So what were these healing properties?"
"DFr_C08915E5.Text","“Small world eh?”"
"DFr_6792AEDA.Text","“There was more than one Keeper?”"
"DFr_FF4404D9.Text","“It was just lying about in the forest.”"
"DFr_185854F4.Text","“I bought it from a stout frog with a moustache. He drove a hard bargain for it."
"DFr_8221673F.Text","“That's weird. I will look into it further.”"
"DFr_8C64C870.Text","“Could Guncle have possibly taken care of them?”"
"DFr_3B422964.Text","“There is something dark and powerful going on here!”"
"DFr_E490FA9E.Text","“So he's out there! I can rescue him!”"
"DFr_5CF762C1.Text","“Okay so dark forces it is!”"
"DFr_5C297549.Text","“Fine.”"
"DFr_C1DDBE91.Text","“Fine.”"
"DFr_3A23DB04.Text","“You got it crusty!”"
"DFr_9CD00739.Text","“You got it crusty!”"
"DFr_98BF3829.Text","“I promise.”"
"DFr_7A52873B.Text","“I promise.”"
"DFr_CC624C4F.Text","“I promise."
"DFr_4902136C.Text","“I promise."
"DFr_3A52D3C3.Text","“It was something about dark powers at play.”"
"DFr_02FF776A.Text","“We were discussing Galia.”"
"DFr_498B1449.Text","“You were saying that Guncle almost died.”"
"DFr_0446B805.Text","“So Galia and Guncle like to bump uglies?”"
"DFr_EBA95749.Text","“Galia and Guncle are together?”"
"DFr_8ED1B9FA.Text","“Romance! Yuck!”"
"DFr_9834DDB6.Text","“What does she look like?”"
"DFr_4E07450A.Text","“Where is she now?”"
"DFr_D4A9C5E1.Text","“When will she return?”"
"DFr_5B59C838.Text","“I wish her the best of luck in her search.”"
"DFr_00AF12F0.Text","*You nod softly.*"
"DFr_24961AA5.Text","“C'mon dude who doesn't like a lil' horror mystery.”"
"DFr_4F9077DA.Text","*Gasp* “You're in on it!!”"
"DFr_213174F6.Text","“Okay I'm sorry I've gone too far with this. It's not your birthday.”"
"DFr_1A139FB1.Text","“You're getting old its okay.”"
"DFr_4A4BA612.Text","“I promise.”"
"DFr_A6502D43.Text","“I promise.”"
"DFr_D0ED8E70.Text","“Not just old. Seven hundred years old! Happy Birthday!”"
"DFr_384B6422.Text","..."
"DFr_FE145589.Text","“There must be dark forces at play. Twisting your mind!”"
"DFr_13A3C2C4.Text","“Your notes must have  been compromised!”"
"DFr_7CA88C39.Text","“Okay I'm sorry I've gone too far with this. It's not your birthday.”"
"DFr_BE3B11EC.Text","“I promise.”"
"DFr_712CA923.Text","“I promise.”"
"DFr_926CD554.Text","“I don't know.”"
"DFr_DBCF8795.Text","“Some dark force! It must be!”"
"DFr_9C95E97B.Text","“Really? Guncle is punching way above his league!”"
"DFr_078B92F2.Text","“Why you speaking of her in past tense?”"
"DFr_2D35D32A.Text","“Wayyy too detailed for my liking buddy.”"
"DFr_4378EFEF.Text","“So where is she now?”"
"DFr_67FBD64D.Text","“Hey at least you're not dead!”"
"DFr_3B321242.Text","“Wasn't trying to be funny. Just honest.”"
"DFr_D6F5A64F.Text","“A bit of a hiccup?”"
"DFr_53BC0B64.Text","“Yes I have been told by Gailor already.”"
"DFr_F4F19C86.Text","“No?”"
"DFr_A6B569E8.Text","“What climate?”"
"DFr_6F56A8BD.Text","“Why is it's origins a mystery?”"
"DFr_C12BB4B1.Text","“It must be lonely. Poor mushroom.”"
"DFr_322BA365.Text","“Did its species die out or something?”"
"DFr_4457533B.Text","“So relatable. The damsel is a sigma shroom. Just as I am a sigma gnome.”"
"DFr_72AD65DE.Text","“What did they do?”"
"DFr_E9F3702A.Text","“Young Grancis sounds like a chad. Based and Brave.”"
"DFr_C1CB9DFE.Text","“Young Grancis was born to lead! Caldaria save our king!”"
"DFr_FB314B9C.Text","“Young Guncle sounds like he would be a great drinking buddy!”"
"DFr_C11C462E.Text","What does this have to do with Guncles Injury?"
"DFr_F6177DB8.Text","“Sounds like two perfect partners in crime!”"
"DFr_48698991.Text","“So their luck ran out?”"
"DFr_EE83D6FC.Text","“The note mentioned the roots of the Shroom.”"
"DFr_D1FF341D.Text","“Why would our young King want to do such a thing?”"
"DFr_BD6E863B.Text","“Sounds exciting!”"
"DFr_80062502.Text","“What did Guncle think of this idea?”"
"DFr_0374C487.Text","“What did they find when they went down?”"
"DFr_2EDEB0AA.Text","Genius!"
"DFr_EA711D8A.Text","He penetrated a damsels sacred roots without consent!"
"DFr_6AA741FA.Text","He penetrated a damsels sacred roots without consent!"
"DFr_1EA15126.Text","“These discoveries sound ground-breaking!”"
"DFr_79EC47B4.Text","“What did Guncle find?”"
"DFr_173A7AF6.Text","“What did King Grancis find?”"
"DFr_EF5B2218.Text","“Why is albard famous?”"
"DFr_3B64F537.Text","“Was Elder Greexter not suspicious of their origins?”"
"DFr_B62A638A.Text","“Sounds like a perfect heist.”"
"DFr_3A9346A3.Text","“How does this relate to Guncle's injury?”"
"DFr_96EDE3C5.Text","“I understand why he resents him now.”"
"DFr_924C82D3.Text","“Sounds over dramatic. It was an accident in the name of progress.”"
"DFr_7F4F2512.Text","*You softly nod your head.*"
"DFr_136F028F.Text","“Of course it is.”"
"DFr_581F0A9F.Text","“Its considered cringe, but I feel cool saying it.”"
"DFr_28F869EC.Text","“These discoveries sound ground-breaking!”"
"DFr_653D88CF.Text","“The Tribe of Zerrol?”"
"DFr_0FBC820F.Text","“We should not talk about the heretical tribes!”"
"DFr_99A031E9.Text","“Aren't you worried Gooker may overhear this conversation?”"
"DFr_44B1D006.Text","“I am Ghunter nephew of Guncle!"
"DFr_62CDD819.Text","“I am Ghunter the sigma stud of Garcosa!"
"DFr_873838A4.Text","“I am but a small gnome in a big wide world."
"DFr_718E704C.Text","“You knew Guncle well?"
"DFr_24E01A15.Text","“Gooker warned me about you, he said you would try to speak of heresy with me!”"
"DFr_4EC64845.Text","“Yeah he did.”"
"DFr_9328D78A.Text","“He also said should be ball-gagged in a gimp suit!”"
"DFr_95421262.Text","“Yeah he did and I agree with him!”"
"DFr_CA63C45C.Text","“Yeah he did, but I think he is superstitious and paranoid.”"
"DFr_3969CBFE.Text","“No, you know King Grancis?”"
"DFr_172CD71E.Text","“Of course he did!“ (Lie)"
"DFr_318A7F49.Text","“Cut the sarcasm twinky winky, that's my king you are speaking about!”"
"DFr_77883182.Text","“I shall not speak about my king with the likes of you!”"
"DFr_89311033.Text","“You were bested by him in one on one combat in our Kingdoms holy conquest!”"
"DFr_B4D1356F.Text","“Okay, maybe I don't know.”"
"DFr_5116BD8D.Text","“You met on a sunset beach drinking mojitos. Passion and intimacy was thick in the air!”"
"DFr_428B53FD.Text","“You lost to him at cards in a dingy tavern. He bluffed you into losing your house and wife!”"
"DFr_1B8794A7.Text","“So you're saying my uncle and the king were close as kids?”"
"DFr_FEEF2F7F.Text","“What was Grancis like?”"
"DFr_80BA9189.Text","“What was Guncle like?”"
"DFr_E18E21B6.Text","“So you knew Grancis when he was young, so what?”"
"DFr_C69CD346.Text","“Weird grey cap?”"
"DFr_BDB4D3D1.Text","“Sporecatchers?”"
"DFr_7DC856D4.Text","“My king was a working man! So humble, so down to earth! Praise be to Grancis!!”"
"DFr_060DCD18.Text","“Why does that haunt you?”"
"DFr_F68B270D.Text","“Too long, I didn't listen to any of that buddy."
"DFr_87E71DB3.Text","“Wow my uncle sounds like a true hero!”"
"DFr_A5F5002F.Text","“His moustache tripled on itself three times? I gotta get mine to do that!”"
"DFr_9C0C63D8.Text","“Chill out on the monologues my guy. Get to the point.”"
"DFr_1AB079BB.Text","“What is this about a Gernikian Festival?”"
"DFr_EB8F5F88.Text","“Aha! I Knew it! You are a heretic!”"
"DFr_1BDF086C.Text","“It sounds beautiful.”"
"DFr_81A4ED94.Text","“What festivals?”"
"DFr_736460F8.Text","“What is this about a Gernikian Festival?”"
"DFr_C7DB22FC.Text","“Not only that, I have the goddess Caldaria on my side!”"
"DFr_D013E911.Text","“Hey don't insult the books! They had very pretty pictures in them.”"
"DFr_D6C7AA99.Text","“Fine I'll bite, what do you know?”"
"DFr_CBD3820F.Text","“Fine, but only for it's historical importance.”"
"DFr_F47F5EAD.Text","“No thanks I'm good buddy!”"
"DFr_1884EEA7.Text","“Fine, but only so I know how to spot heretical thoughts!”"
"DFr_A31C8090.Text","“Yes I do, sorry about that outburst.”"
"DFr_F6F1EEF6.Text","“Why should I trust anything you say though?”"
"DFr_80E3E429.Text","“You keep mentioning this festival, but I think you're making it up!”"
"DFr_BCD74FF0.Text","“No I don't think I have.”"
"DFr_1C5F0C13.Text","“Yes I have!”"
"DFr_7589B5F2.Text","“Okay maybe I did see that, so what?”"
"DFr_6EF7E189.Text","“No idea what you're on about mate.”"
"DFr_1A85390A.Text","“Maybe I will.”"
"DFr_085E8783.Text","“I doubt it.”"
"DFr_824A1432.Text","“What is a Champion dancer?”"
"DFr_48DE27A5.Text","“Why was Guncle resistant?”"
"DFr_D4BBA983.Text","“Yes.”"
"DFr_160D2060.Text","“No.”"
"DFr_65C947F7.Text","“Memories?”"
"DFr_3D891681.Text","“Thankfully you have me now! I can get some for you.”"
"DFr_340A3AC4.Text","“Sounds Exciting.”"
"DFr_6CC77892.Text","“Sounds dangerous.”"
"DFr_CD2D817A.Text","“Did Gnomes die?”"
"DFr_9E054153.Text","“Have you seen a basilisk die?”"
"DFr_F1BE16B4.Text","“So, have you?”"
"DFr_E7AE06FD.Text","“So you have!”"
"DFr_A6AB18AF.Text","“It called you a master weaver.”"
"DFr_B1465722.Text","“It said you bought a pearl.”"
"DFr_0E386E6E.Text","“Here ya go buddy!”"
"DFr_AA98E6C2.Text","“What do I get for showing you this note?”"
"DFr_DB24E06C.Text","“Sounds good to me!”"
"DFr_0C4815FF.Text","“Nah I don't care about all that, how about a free upgrade?”"
"DFr_5B21769D.Text","“Beats me, Goctor was also confused about it.”"
"DFr_5F55C650.Text","“Something dark and mysterious is at play!”"
"DFr_5E3C8330.Text","“Don't know, don't care buddy. I wanna know about the festival."
"DFr_6ECEBA89.Text","“Well then I won't show you the note.”"
"DFr_858AAB02.Text","“This is not extortion, it's a perfectly acceptable negotiation!”"
"DFr_09D03C17.Text","“Of course I am! No one would say I am anything but a complete stud.”"
"DFr_0BC5DE94.Text","“No, I am fuck ugly. My mum always said I look wonky and broken.”"
"DFr_8AC5F93B.Text","“Meh, I'm not deluded. I'd say I am about a five, maybe a six on a good day.”"
"DFr_E0CDCF15.Text","“Why would I need a fresh outfit?”"
"DFr_F716A0F4.Text","“Why would I need a fresh outfit?”"
"DFr_D186D9CC.Text","“Why would I need a fresh outfit?”"
"DFr_F348CF28.Text","“I don't have a ridiculous ego!”"
"DFr_2D936B7C.Text","*Gailor's perfectly manicured fingers dig into your muscles as if they were made of butter. *"
"DFr_EE8848D2.Text","*You try to stay tensed, but Gailor's perfectly manicured fingers dig into your muscles as if they were made of butter.*"
"DFr_9A2A6466.Text","“Why would you know how to improve attractiveness?”"
"DFr_6129DCFA.Text","“I've had a long day hunting, my muscles have gone through intense hypertrophy.”"
"DFr_98FE3F39.Text","“I didn't consent to you touching me!”"
"DFr_B21CD3C8.Text","“Okay, maybe I could use a bit of a glow-up.”"
"DFr_3FC62F0F.Text","“How the fuck are your fingers so strong??”"
"DFr_48596896.Text","“I don't deserve confidence in my looks, I will die a virgin!”"
"DFr_B795DF12.Text","“To be fair, your moustache has the freshest trim I've ever seen.”"
"DFr_1139E4D6.Text","“Your pink and green do complement each other in the most fabulous way!”"
"DFr_5906B75D.Text","“Bro you look flamboyant not attractive. I don't want that!”"
"DFr_0B54740A.Text","“Nothing, forget it. So why do I need an outfit to improve my near perfect looks?”"
"DFr_3424A9BF.Text","“You invaded my personal space and I feel threatened!”"
"DFr_D9B2A0C5.Text","“A heretic touched me and tainted me!”"
"DFr_EC12BD17.Text","“Okay I am being silly, I'm sorry. So why would I need an outfit?”"
"DFr_F7DC6DDF.Text","“Make it two outfits and I'll consider it.”"
"DFr_95CC5B4B.Text","“What if I want to make gnomes who aren't ladies swoon?”"
"DFr_F6210607.Text","“I don't negotiate with terrorists.”"
"DFr_ADD7D4E7.Text","“Make it two outfits and I'll consider it.”"
"DFr_CDA0D8A2.Text","“I don't negotiate with terrorists."
"DFr_0771ACE8.Text","“Okay sounds like a deal!”"
"DFr_FDBEFA65.Text","“Okay sounds like a deal!”"
"DFr_1FA15048.Text","“Okay sounds like a deal!”"
"DFr_4F3BD641.Text","“I don't negotiate with terrorists.”"
"DFr_FA451D56.Text","“Okay sounds like a deal!”"
"DFr_811894CF.Text","“I don't negotiate with terrorists.”"
"DFr_72B8E7E5.Text","“Beats me, Goctor was also confused about it.”"
"DFr_6A8330EB.Text","“Something dark and mysterious is at play!”"
"DFr_8B73FDD2.Text","“Don't know, don't care buddy. I wanna know about the festival.”"
"DFr_10AE7E9D.Text","The note said Galia saw the Xilvaoan merchants hoarding pearls."
"DFr_0A90F6A1.Text","“I found this note talking about the Bazaar of six furs.”"
"DFr_4D12EACA.Text","“Actually I don't wanna know about the tribes.”"
"DFr_ACEA2B15.Text","“The broth maintained civility?”"
"DFr_9A7BF3E1.Text","“What were the six Tribes?”"
"DFr_04EF2BB3.Text","“I don't think we have talked about it”"
"DFr_29A06B77.Text","“I wanna hear it again.”"
"DFr_DA8A5665.Text","“Yeah you've told me already.”"
"DFr_02D95304.Text","“What were the passions of the other tribes?”"
"DFr_5B60EDCC.Text","“Which tribe embodied Wit?”"
"DFr_FED90F93.Text","“What were they all called?”"
"DFr_48FCCD80.Text","“Which tribe embodied Bravery?”"
"DFr_4A18E207.Text","“Which tribe embodied Empathy?”"
"DFr_7F4E442D.Text","“Which tribe embodied Tenacity?”"
"DFr_2CAF6E61.Text","“Which tribe embodied Literacy?”"
"DFr_9AB4807E.Text","“How did you all get along if you were so different?”"
"DFr_7956BF8B.Text","“Actually I don't wanna know about the tribes.”"
"DFr_47215657.Text","“How did they embody Empathy?”"
"DFr_7FC898B3.Text","“Actually I don't need to know more.”"
"DFr_9454D303.Text","“How did they embody Bravery?”"
"DFr_825B8F17.Text","“Actually I don't need to know more.”"
"DFr_57B5C021.Text","“How did they embody wit?”"
"DFr_BE89C158.Text","“Actually I don't need to know more.”"
"DFr_E750BBCB.Text","“How did they embody Tenacity?”"
"DFr_07F5DF76.Text","“Actually I don't need to know more.”"
"DFr_C0C5F046.Text","“All paths lead to Gadrid?”"
"DFr_2A7600FF.Text","“Actually I don't need to know more.”"
"DFr_5729102C.Text","“Tell me about their architecture.”"
"DFr_799EFF13.Text","“How did they embody Literacy?”"
"DFr_AF740A9E.Text","“Guncle was a warrior?”"
"DFr_342E4070.Text","“Blade of Caldaria?”"
"DFr_85B5E4F7.Text","“Who were these Heretics?"
"DFr_237DC71A.Text","“Visions of Caldaria?”"
"DFr_D227B9F0.Text","“I wish to ask about something else.”"
"DFr_0CF64EE7.Text","“What made the glunderbuss so special?"
"DFr_4C9AFB2E.Text","“The King was an architect?”"
"DFr_6EAB1DA1.Text","“I am done with this line of inquiry.”"
"DFr_FBB93637.Text","“Great Chef?”"
"DFr_5C6300AE.Text","“How did he save the kingdom?”"
"DFr_30E7002D.Text","“Royal competition?”"
"DFr_983766E2.Text","“What was the process?”"
"DFr_77D81FEA.Text","“Didn't he fight with tribes?”"
"DFr_1574DD8E.Text","“How were they savage?”"
"DFr_C51BBF5D.Text","“I wish to ask about something else.”"
"DFr_BD1A4B39.Text","“How did he know deep down? Sounds superstitious.”"
"DFr_B8A45817.Text","“I could report you to the Royal Inquisition for that.”"
"DFr_F37BD067.Text","“Sometimes to think for ourselves is the only way to truly see.”"
"DFr_9C2ED3C8.Text","“I'm only joking Gmith!”"
"DFr_1389D805.Text","“This is your last chance. Kiss my boot and I shall forgive you.”"
"DFr_CBB1CA21.Text","“Now lick it.”"
"DFr_6ADD03F0.Text","“In the name of Caldaria, I accept this apology”"
"DFr_029D63CB.Text","Caldaria forgives you."
"DFr_AD9723B6.Text","I am sorry for making you do that."
"DFr_9543A145.Text","“Fine, but only so I know how to spot heretical thoughts!”"
"DFr_B08B2048.Text","“I wish to ask about something else.”"
"DFr_E05C20E6.Text","“Where you there when It happened?”"
"DFr_8E5C51C5.Text","“Hey man, I'm just asking questions.”"
"DFr_6AFF819F.Text","“Where you there when It happened?”"
"DFr_4FBCC97A.Text","“Where you there when It happened?”"
"DFr_005A2B94.Text","“But how does the king know?”"
"DFr_E9C466C1.Text","“Where you there when It happened?”"
"DFr_0824919D.Text","“Where you there when It happened?”"
"DFr_33713C3F.Text","“Yeah it was pretty bleak.”"
"DFr_D6589FD5.Text","“What happened?”"
"DFr_7135DE87.Text","“Oh Yes! Do you wanna see it?”"
"DFr_52A61A0A.Text","“What did he do?”"
"DFr_91AC80E2.Text","“He looked haunting?”"
"DFr_FDF6A98F.Text","“What a Badass!”"
"DFr_2D6993B3.Text","“That is horrendous!”"
"DFr_6ED6AB25.Text","“What did he do after that?”"
"DFr_ED1CEA46.Text","“What did he say?”"
"DFr_033AB12B.Text","“So that is why they exiled him?”"
"DFr_9E1B9ECA.Text","“Freedom of speech man! The tribes shouldn't have exiled him.”"
"DFr_5D5B2525.Text","“So this event started the civil war?”"
"DFr_63BF862B.Text","“Tell me more about these rituals.”"
"DFr_D0E4B844.Text","“I love myself some satanic symbolism!”"
"DFr_C1DEB98B.Text","“Where had they all gone?”"
"DFr_12DEA184.Text","“So Guncle was not a Caldarian?!”"
"DFr_D65BAB89.Text","“So you are a heretic!”"
"DFr_E7A312E3.Text","“This is insane, why does history not speak of any of this?”"
"DFr_7FAED87C.Text","“So why is Guncle hailed as a hero?”"
"DFr_5E4379A6.Text","“This is treason!”"
"DFr_11FD0B46.Text","“How?”"
"DFr_6DC3CC2F.Text","“Why was he excommunicated?”"
"DFr_3CEE89A9.Text","“How did the king know about Caldaria?”"
"DFr_A0DC0449.Text","“I am done with this line of inquiry.”"
"DFr_43D341CE.Text","What do you mean he believed in gnomes?"
"DFr_3AB352E0.Text","What was this tradition called?"
"DFr_A504C472.Text","How did he know deep down? Sounds superstitious."
"DFr_F8765B70.Text","“He saved Guncle?”"
"DFr_2C0398D8.Text","“I wish to ask about something else.”"
"DFr_3FD5F3D1.Text","I could report you to the royal inquisition for that."
"DFr_B50C477B.Text","Where was this cave?"
"DFr_476722B3.Text","Sometimes to think for ourselves is the only way to truly see."
"DFr_6A6D64F2.Text","Did they escape unharmed?"
"DFr_67D4B21C.Text","I'm only joking Gmith!"
"DFr_7A27897A.Text","This is your last chance. Kiss my boot and I shall forgive you."
"DFr_A55A0BD6.Text","Now lick it"
"DFr_42CB84A5.Text","I accept this apology"
"DFr_09613A13.Text","I am sorry for making you do that."
"DFr_82C0A4E0.Text","Caldaria forgives you."
"DFr_4A28D3B1.Text","Blessed be the king!"
"DFr_197A4E4C.Text","I think you are confused. It was called the basilisk dance?"
"DFr_5BDA81C1.Text","Ghunter: Heretics?"
"DFr_AAD67CB4.Text","Ghunter: Visions?"
"DFr_2061BE61.Text","Ghunter: What made the glunderbuss so special?"
"DFr_3FF29348.Text","Ghunter: Architect?"
"DFr_D9C0FD4A.Text","Ghunter: Guncle was a warrior?"
"DFr_7100A1EE.Text","Ghunter: Blade of Caldaria?"
"DFr_C7AAEE9F.Text","I am done with this line of inquiry"
"DFr_1F59F025.Text","I wish to ask about something else."
"DFr_D30A746C.Text","“What blindness?”"
"DFr_08BD8115.Text","“But he is dying!”"
"DFr_5E85E087.Text","“Poison from my traitorous Guncle.”."
"DFr_6E3E9E05.Text","“Poison from my dearest Guncle.”"
"DFr_1BD907B9.Text","“What are you on about mate?”"
"DFr_2B11BFDB.Text","“How could an antidote be killing him?”"
"DFr_7004D38D.Text","“But if the King dies the kingdom will fall.”"
